date,arrival,departure,slot_arrival,slot_departure,holiday_type
2013.2.4,58832,50341,61380,63783,0
2013.2.5,54035,41553,53020,49423,0
2013.2.6,55559,48365,53050,63770,0
2013.2.7,57402,53509,53898,62866,0
2013.2.8,59272,61241,58920,63490,0
2013.2.9,56619,54946,65603,60390,2
2013.2.10,47457,38687,64846,57855,2
2013.2.11,62586,49415,66331,60838,2
2013.2.12,60664,51392,55170,51838,0
2013.2.13,56636,59557,53940,64229,0
2013.2.14,51779,65311,53458,63758,0
2013.2.15,54278,68893,57594,62475,0
2013.2.16,58366,68541,62968,59595,1
2013.2.17,64236,70438,67924,61522,1
2013.2.18,62316,68009,62516,59455,0
2013.2.19,56345,58668,53810,50366,0
2013.2.20,56386,64723,53928,64490,0
2013.2.21,59898,65360,54115,62655,0
2013.2.22,61154,67431,57837,61585,0
2013.2.23,65702,66192,63270,58840,1
2013.2.24,69470,66838,67457,59889,1
2013.2.25,67674,62326,61722,58220,0
2013.2.26,61616,57104,53542,50733,0
2013.2.27,61941,65066,53725,64179,0
2013.2.28,64473,66966,54334,63360,0
2013.3.1,66650,66699,57881,61874,1
2013.3.2,68418,52652,62324,57037,1
2013.3.3,76560,49848,69961,60476,1
2013.3.4,66110,51235,62031,54130,0
2013.3.5,55029,45845,49928,43778,0
2013.3.6,50209,48935,47008,50180,0
2013.3.7,48886,51138,46629,51148,0
2013.3.8,54675,53614,55788,51116,0
2013.3.9,55722,50570,58460,54775,1
2013.3.10,61404,53134,64534,57547,1
2013.3.11,55889,52217,59167,52367,0
2013.3.12,47338,44152,48415,42583,0
2013.3.13,46663,50262,45889,49399,0
2013.3.14,49807,51909,47597,51898,0
2013.3.15,55864,54736,55446,50104,0
2013.3.16,58505,52616,58858,55149,1
2013.3.17,62933,55377,64095,57192,1
2013.3.18,57644,53577,59153,52321,0
2013.3.19,50387,46079,48690,43466,0
2013.3.20,51787,53974,46949,50194,0
2013.3.21,52411,54016,47832,51871,0
2013.3.22,59591,56631,56695,50964,0
2013.3.23,60772,54806,58725,55021,1
2013.3.24,65150,57293,64094,56895,1
2013.3.25,58794,55161,58485,52553,0
2013.3.26,53124,47406,48779,42876,0
2013.3.27,53872,53294,46984,50452,0
2013.3.28,56751,54875,47821,51897,0
2013.3.29,59247,57126,56691,51085,0
2013.3.30,58708,53845,59417,54527,1
2013.3.31,60633,58567,65205,56676,1
2013.4.1,53712,56838,57736,50259,0
2013.4.2,47216,48512,48677,46328,0
2013.4.3,48445,52115,47092,52734,0
2013.4.4,50319,52879,48039,53436,0
2013.4.5,49834,55792,55087,53829,0
2013.4.6,50577,54599,58440,54708,1
2013.4.7,59168,58171,64663,57355,1
2013.4.8,53354,54378,57927,51058,0
2013.4.9,45342,48729,49044,46547,0
2013.4.10,46969,53528,47190,52092,0
2013.4.11,49019,53617,47580,53356,0
2013.4.12,55675,57187,55417,54236,0
2013.4.13,55910,52033,59459,55251,1
2013.4.14,60772,53328,64352,56570,1
2013.4.15,53863,53730,57871,51285,0
2013.4.16,47063,48564,48893,46272,0
2013.4.17,45788,52351,47494,52734,0
2013.4.18,48312,51814,47920,53176,0
2013.4.19,53858,53720,54831,53274,0
2013.4.20,54801,51720,59067,55496,1
2013.4.21,58842,54168,64121,56981,1
2013.4.22,54575,54363,58626,50111,0
2013.4.23,43367,46614,47134,45479,0
2013.4.24,46079,50486,47377,53109,0
2013.4.25,49836,51852,47817,53464,0
2013.4.26,58241,55869,55729,54365,0
2013.4.27,60819,51611,59667,56158,1
2013.4.28,61681,46512,65144,56897,1
2013.4.29,54581,49239,59255,51730,0
2013.4.30,45251,42217,48834,46203,0
2013.5.1,48470,50535,47655,53153,0
2013.5.2,46177,44723,50145,49663,0
2013.5.3,52137,47036,49480,53070,0
2013.5.4,47099,47468,59851,56509,1
2013.5.5,52316,54089,65345,58204,1
2013.5.6,47191,55997,52384,54761,0
2013.5.7,40163,44143,43981,45322,0
2013.5.8,40893,46599,47469,48077,0
2013.5.9,41731,46170,48746,48154,0
2013.5.10,49351,51960,48382,52841,0
2013.5.11,50347,48124,58926,54595,1
2013.5.12,56140,51106,64917,57698,1
2013.5.13,51075,51353,52181,54306,0
2013.5.14,42014,45848,43459,45069,0
2013.5.15,44348,56986,48148,48076,0
2013.5.16,48292,64619,51109,52074,0
2013.5.17,52020,66911,50568,55978,1
2013.5.18,58036,48138,58819,55395,1
2013.5.19,72034,49686,67963,59161,1
2013.5.20,62757,51652,52725,54266,0
2013.5.21,49909,44716,44608,46285,0
2013.5.22,47989,48846,47848,48217,0
2013.5.23,49096,50256,49520,49810,0
2013.5.24,56409,52640,48964,53128,0
2013.5.25,56280,49489,59591,55671,1
2013.5.26,62153,53475,65671,58078,1
2013.5.27,54253,53479,52780,53806,0
2013.5.28,45567,46395,43503,45740,0
2013.5.29,48593,50210,49093,48870,0
2013.5.30,49161,49922,49883,49617,0
2013.5.31,55492,55614,49116,54133,0
2013.6.1,52889,54216,58727,54890,1
2013.6.2,57733,54931,65459,57915,1
2013.6.3,51058,52963,49249,53466,0
2013.6.4,42853,50986,49146,49174,0
2013.6.5,44770,62887,47650,53431,0
2013.6.6,50982,64141,50826,51604,1
2013.6.7,58089,51305,53266,56899,0
2013.6.8,64611,47700,59169,54677,1
2013.6.9,73047,51774,67183,59361,1
2013.6.10,65207,50785,50387,52438,0
2013.6.11,53544,46258,48146,49428,0
2013.6.12,50497,55075,48039,53686,0
2013.6.13,49389,52110,52610,47833,0
2013.6.14,55737,55255,54164,57477,0
2013.6.15,59544,54124,59236,55461,1
2013.6.16,63486,59348,65701,56848,1
2013.6.17,56071,56867,49485,52715,0
2013.6.18,48784,47992,48529,49127,0
2013.6.19,48774,54537,47754,53377,0
2013.6.20,53610,56330,53084,48487,0
2013.6.21,57983,58594,54075,57417,0
2013.6.22,58256,56832,58684,55113,1
2013.6.23,64616,62217,66009,57457,1
2013.6.24,56705,60892,49507,53112,0
2013.6.25,51277,53702,48228,49195,0
2013.6.26,53568,58915,48358,53551,0
2013.6.27,55921,57057,52932,47761,0
2013.6.28,59933,60221,53532,56929,0
2013.6.29,62257,59564,59380,56353,1
2013.6.30,65255,62065,66247,57487,1
2013.7.1,58099,59838,56016,58688,0
2013.7.2,52557,50535,50523,49266,0
2013.7.3,53948,55562,53141,53175,0
2013.7.4,53938,54652,52628,54179,0
2013.7.5,58287,58568,58481,57499,0
2013.7.6,59823,57911,61359,57875,1
2013.7.7,61814,59711,66638,58977,1
2013.7.8,57492,59864,57383,59462,0
2013.7.9,51198,50308,51701,49438,0
2013.7.10,52879,59838,52797,54364,0
2013.7.11,55638,56752,53880,55375,0
2013.7.12,59683,59297,59359,57116,0
2013.7.13,62831,61399,61400,58091,1
2013.7.14,64395,61562,67524,59943,1
2013.7.15,58435,64364,58503,60384,0
2013.7.16,54144,56272,52877,50575,0
2013.7.17,53338,61915,53590,55243,0
2013.7.18,55167,60162,54727,55739,0
2013.7.19,59023,63340,59298,59623,0
2013.7.20,64698,62927,63491,59947,1
2013.7.21,66516,63829,69632,61730,1
2013.7.22,58955,63957,58232,60105,0
2013.7.23,51640,59047,52482,52079,0
2013.7.24,56763,66343,56234,56195,0
2013.7.25,57092,66855,55915,58914,0
2013.7.26,61198,69747,62167,61306,0
2013.7.27,63801,73908,65386,62053,1
2013.7.28,66572,75041,71843,64218,1
2013.7.29,59033,69980,60494,62613,0
2013.7.30,58493,63367,55338,54674,0
2013.7.31,65244,70279,58347,58221,0
2013.8.1,67295,70024,67462,70267,0
2013.8.2,69122,64891,69927,66785,0
2013.8.3,72952,66946,65982,61212,1
2013.8.4,79444,68224,73603,64527,1
2013.8.5,72245,66793,73478,66992,0
2013.8.6,65410,59717,63694,57960,0
2013.8.7,67638,62399,64983,71291,0
2013.8.8,68517,62615,66160,69149,0
2013.8.9,71953,65875,71351,67417,0
2013.8.10,71406,69960,66076,61933,1
2013.8.11,75399,70167,72135,62945,1
2013.8.12,70002,68182,73223,67187,0
2013.8.13,62894,61823,63789,56871,0
2013.8.14,65070,69765,64229,72560,0
2013.8.15,70379,69359,67245,70107,1
2013.8.16,69657,63480,70920,66084,0
2013.8.17,70690,67139,65327,61129,1
2013.8.18,77853,69122,72696,63214,1
2013.8.19,71328,64527,72369,63687,0
2013.8.20,61838,59456,61570,55384,0
2013.8.21,62357,60994,61946,68667,0
2013.8.22,65588,61186,63852,65982,0
2013.8.23,65533,64525,68437,63958,0
2013.8.24,65510,67514,63188,60221,1
2013.8.25,70509,67901,70007,60499,1
2013.8.26,64596,65750,70524,63140,0
2013.8.27,56834,59907,60656,55000,0
2013.8.28,58042,62136,60900,68138,0
2013.8.29,57682,59239,62076,64107,0
2013.8.30,60853,60366,67976,63467,0
2013.8.31,61126,60102,61652,58749,1
2013.9.1,64470,62682,67483,58581,1
2013.9.2,54801,60481,52913,56957,0
2013.9.3,47363,51440,46993,49574,0
2013.9.4,50037,56511,50270,57977,0
2013.9.5,52322,54247,50065,55159,0
2013.9.6,56646,53648,56506,56364,0
2013.9.7,58974,54333,60203,56993,1
2013.9.8,64662,57469,66945,58983,1
2013.9.9,55810,53106,52468,56129,0
2013.9.10,47901,46440,47191,49540,0
2013.9.11,49710,54294,50148,58488,0
2013.9.12,50025,55158,49800,54770,0
2013.9.13,56067,62348,58176,58242,0
2013.9.14,56494,64834,61202,58044,1
2013.9.15,57021,62515,67073,59375,1
2013.9.16,47600,59260,52951,56520,0
2013.9.17,43317,66594,50173,55164,0
2013.9.18,46392,79320,55834,69125,3
2013.9.19,49212,55055,51897,57446,3
2013.9.20,65168,50775,60621,59126,3
2013.9.21,74793,43929,66437,61586,3
2013.9.22,83360,47693,74704,60482,3
2013.9.23,69043,55521,53015,58677,0
2013.9.24,66112,52943,50124,52262,0
2013.9.25,60801,55846,51228,58893,0
2013.9.26,56286,53953,49959,55188,0
2013.9.27,60003,60431,59015,59253,0
2013.9.28,60124,59570,60596,56523,1
2013.9.29,64037,62571,67567,59455,1
2013.9.30,57537,58801,53655,56933,0
2013.10.1,51125,54100,54860,44058,0
2013.10.2,51654,63981,47415,57675,0
2013.10.3,54114,64171,52484,57957,1
2013.10.4,54806,57810,54830,54128,0
2013.10.5,60022,58733,61256,57510,1
2013.10.6,69295,62317,69983,60704,1
2013.10.7,58635,60313,54156,61308,0
2013.10.8,49371,52912,54352,42975,0
2013.10.9,54774,59625,64175,48463,1
2013.10.10,53846,52331,58279,47498,0
2013.10.11,59752,54602,54469,53165,0
2013.10.12,63016,53129,60212,56674,1
2013.10.13,66309,57075,67054,59597,1
2013.10.14,58796,60790,53295,59754,0
2013.10.15,51232,52770,52804,41700,0
2013.10.16,51694,55522,45571,55413,0
2013.10.17,54100,56092,58555,47322,0
2013.10.18,59273,57170,53389,52491,0
2013.10.19,60822,56819,60041,56439,1
2013.10.20,65577,62389,67059,59554,1
2013.10.21,57596,58789,52876,58460,0
2013.10.22,48955,50343,52388,42358,0
2013.10.23,52410,55913,46665,55768,0
2013.10.24,53912,52701,57581,46723,0
2013.10.25,63088,58758,54775,53706,0
2013.10.26,60280,54318,58724,54696,1
2013.10.27,65434,62015,66654,58917,1
2013.10.28,55819,57320,51512,58597,0
2013.10.29,48700,48313,53290,42083,0
2013.10.30,51063,54569,46491,55215,0
2013.10.31,51407,54385,57249,47223,0
2013.11.1,58191,56874,56322,55501,0
2013.11.2,58243,53252,58856,56073,1
2013.11.3,62855,58132,66553,58393,1
2013.11.4,54612,59316,55033,54990,0
2013.11.5,47195,49288,45530,45914,0
2013.11.6,47611,54835,46363,52545,0
2013.11.7,46490,54559,47152,52635,0
2013.11.8,55156,57818,55910,55979,0
2013.11.9,56580,54301,59466,55488,1
2013.11.10,63608,60791,66299,58591,1
2013.11.11,55351,55980,53784,53553,0
2013.11.12,47228,48736,46495,46470,0
2013.11.13,47366,54464,46438,53155,0
2013.11.14,46713,53539,47256,53076,0
2013.11.15,58509,58522,57402,56447,0
2013.11.16,59518,54491,59630,55973,1
2013.11.17,65001,57940,66266,57930,1
2013.11.18,53746,57451,54284,54833,0
2013.11.19,47577,48158,46886,46981,0
2013.11.20,48094,55798,45919,52104,0
2013.11.21,48432,52004,47427,52653,0
2013.11.22,56559,56955,56360,56651,0
2013.11.23,57444,52218,60047,55918,1
2013.11.24,65023,56425,66848,57916,1
2013.11.25,55658,54253,54368,54504,0
2013.11.26,47204,45236,46405,47631,0
2013.11.27,48275,51871,47147,52288,0
2013.11.28,48685,50856,47309,52801,0
2013.11.29,55382,55559,56476,55873,0
2013.11.30,55676,56062,60293,57681,1
2013.12.1,62736,55049,67884,58711,1
2013.12.2,51671,52864,51300,51735,0
2013.12.3,44014,43366,43824,42924,0
2013.12.4,45003,50756,46681,50259,0
2013.12.5,46588,50589,47280,48329,0
2013.12.6,52591,51982,53796,52569,0
2013.12.7,53709,50683,60270,57033,1
2013.12.8,61603,55592,66863,58529,1
2013.12.9,54188,53010,52077,51538,0
2013.12.10,45741,46522,43832,42530,0
2013.12.11,48426,53942,47087,49988,0
2013.12.12,49644,54161,46097,48208,0
2013.12.13,56751,57831,54274,53329,0
2013.12.14,58723,56666,61247,57287,1
2013.12.15,65980,61034,68250,59889,1
2013.12.16,57893,56389,51649,51386,0
2013.12.17,51635,51022,45204,44291,0
2013.12.18,55419,59979,47484,50553,0
2013.12.19,55507,60060,46483,48589,0
2013.12.20,64343,62945,55251,53549,0
2013.12.21,64886,63599,62719,59520,1
2013.12.22,67061,62936,69161,61440,1
2013.12.23,57677,58038,53547,52420,0
2013.12.24,50638,50177,45265,44471,0
2013.12.25,55860,58024,54877,63944,1
2013.12.26,52697,60078,47163,50302,0
2013.12.27,57701,64562,55961,54607,0
2013.12.28,61310,66698,63287,59430,1
2013.12.29,66387,65833,70672,63062,1
2013.12.30,57684,59395,54509,53934,0
2013.12.31,52383,56314,46196,45812,0
2014.1.1,51796,61330,54740,62636,1
2014.1.2,49341,63240,50249,64637,0
2014.1.3,52148,66710,48926,66703,0
2014.1.4,57188,67252,61148,56475,1
2014.1.5,67287,72010,60804,60453,1
2014.1.6,54428,68159,51434,65539,0
2014.1.7,47131,59563,46024,56203,0
2014.1.8,50659,65993,55447,63635,0
2014.1.9,50844,64941,49730,65679,0
2014.1.10,60339,66458,49722,66364,0
2014.1.11,61948,62834,60415,55417,1
2014.1.12,69559,67136,60986,61112,1
2014.1.13,60230,68899,51571,65909,0
2014.1.14,54933,58388,46291,56694,0
2014.1.15,59374,65626,55728,63275,0
2014.1.16,60042,64746,50016,65230,0
2014.1.17,67707,64904,49089,66144,0
2014.1.18,66432,61912,59783,54606,1
2014.1.19,73408,67526,59917,60408,1
2014.1.20,66435,64981,51339,65148,0
2014.1.21,60645,52582,45711,55919,0
2014.1.22,63382,59480,55645,63717,0
2014.1.23,61942,58082,50122,64925,0
2014.1.24,69126,61451,48785,66202,0
2014.1.25,67660,61500,60425,55890,1
2014.1.26,71607,60222,60143,60043,1
2014.1.27,64150,54212,51295,64985,0
2014.1.28,59064,55066,46464,56990,0
2014.1.29,58764,67079,56433,66094,0
2014.1.30,55532,63315,52495,67973,2
2014.1.31,59020,44661,50367,68230,2
2014.2.1,63931,45534,61270,55684,2
2014.2.2,79279,47504,64290,59538,2
2014.2.3,68916,58741,61429,48584,0
2014.2.4,59922,57361,56220,43422,0
2014.2.5,58326,66079,60257,50792,0
2014.2.6,51379,64347,56400,53272,0
2014.2.7,57085,65996,63047,57826,0
2014.2.8,59822,64844,59731,54960,1
2014.2.9,65570,69935,59625,60796,1
2014.2.10,61673,64634,59766,46561,0
2014.2.11,55390,59132,55217,42886,0
2014.2.12,54346,63895,58513,49636,0
2014.2.13,53424,65908,56035,52784,0
2014.2.14,59966,67200,63132,57306,0
2014.2.15,63766,68343,59777,55572,1
2014.2.16,71077,70188,60493,59667,1
2014.2.17,65603,66763,59514,47464,0
2014.2.18,60919,56236,55307,42543,0
2014.2.19,63040,64074,59453,49973,0
2014.2.20,62607,66382,57544,54645,0
2014.2.21,67137,63618,62656,56951,0
2014.2.22,67661,62892,60174,55793,1
2014.2.23,75775,65790,60702,59054,1
2014.2.24,66405,57936,57382,46319,0
2014.2.25,64152,50133,55709,42191,0
2014.2.26,67968,58704,61017,51589,0
2014.2.27,65903,54890,57355,53884,0
2014.2.28,69420,53250,63179,56781,0
2014.3.1,67492,55902,60316,55081,1
2014.3.2,72249,54833,60201,57975,1
2014.3.3,58244,51750,65070,51793,0
2014.3.4,48936,44611,56108,46398,0
2014.3.5,51852,54092,53484,52085,0
2014.3.6,50779,52030,50995,52568,0
2014.3.7,56536,55879,56757,55162,0
2014.3.8,57171,53043,58100,53532,1
2014.3.9,63697,55111,57305,56053,1
2014.3.10,56115,54073,63720,51362,0
2014.3.11,48788,44697,56165,46474,0
2014.3.12,50011,53942,53208,52580,0
2014.3.13,49994,53140,51026,53334,0
2014.3.14,57304,55236,57172,54588,0
2014.3.15,59542,55911,57827,53962,1
2014.3.16,66402,57880,57861,56236,1
2014.3.17,57893,55811,63955,52071,0
2014.3.18,51633,47332,56279,46691,0
2014.3.19,52010,54190,52816,52109,0
2014.3.20,57114,56291,52068,53265,0
2014.3.21,62436,58512,57423,55602,0
2014.3.22,59228,56613,57847,52670,1
2014.3.23,66322,61621,57116,56677,1
2014.3.24,58731,57450,63140,50803,0
2014.3.25,53559,50303,55694,46380,0
2014.3.26,55462,57028,52370,51459,0
2014.3.27,57496,58197,51652,53610,0
2014.3.28,60969,61371,56969,55210,0
2014.3.29,60078,59056,57311,53124,1
2014.3.30,66046,59574,57034,56031,1
2014.3.31,57406,57493,64294,50142,0
2014.4.1,50992,50709,48214,48831,0
2014.4.2,51579,55721,50671,53993,0
2014.4.3,52646,55619,51153,54506,0
2014.4.4,58797,58236,51687,57262,0
2014.4.5,58131,53994,57245,53498,1
2014.4.6,64220,58935,57869,57584,1
2014.4.7,57393,56760,56100,58599,0
2014.4.8,51565,48519,48039,48417,0
2014.4.9,53584,55530,50640,54676,0
2014.4.10,56698,56852,52167,55728,0
2014.4.11,63999,60063,52428,58299,0
2014.4.12,64285,56740,59457,54085,1
2014.4.13,69025,61080,58406,57651,1
2014.4.14,61569,57056,56679,59540,0
2014.4.15,54118,51336,48366,49270,0
2014.4.16,57509,58044,51753,55451,0
2014.4.17,59447,59171,54026,56871,0
2014.4.18,63220,60961,52622,58062,0
2014.4.19,60952,59900,57950,53297,1
2014.4.20,64727,65900,58353,58393,1
2014.4.21,58131,64880,56570,59381,0
2014.4.22,53571,56346,48914,49680,0
2014.4.23,56155,60556,50971,54038,0
2014.4.24,56819,60858,52936,56737,0
2014.4.25,63320,63920,52859,58418,0
2014.4.26,63786,63101,59997,55166,1
2014.4.27,66304,63300,58801,58196,1
2014.4.28,56826,58006,56815,59359,0
2014.4.29,50365,57029,49383,50397,0
2014.4.30,55379,66843,52291,56509,0
2014.5.1,58564,69181,54171,59209,0
2014.5.2,53203,71339,56868,53116,0
2014.5.3,56517,75067,63594,60547,1
2014.5.4,59028,67188,60779,59995,1
2014.5.5,67970,59634,60475,63198,1
2014.5.6,78236,50712,57375,54761,1
2014.5.7,68744,47660,46196,50659,0
2014.5.8,59355,44350,48513,47534,0
2014.5.9,57203,49648,54140,49342,0
2014.5.10,58192,48106,58867,54027,1
2014.5.11,62764,54047,58620,57813,1
2014.5.12,59375,56087,50440,56752,0
2014.5.13,48994,50709,40701,46438,0
2014.5.14,52465,55204,43820,49123,0
2014.5.15,53541,56492,48383,48174,0
2014.5.16,58148,58507,54687,49100,0
2014.5.17,57414,56081,58600,53730,1
2014.5.18,63036,61571,58865,59097,1
2014.5.19,56839,56374,50013,57115,0
2014.5.20,49795,48680,40585,45788,0
2014.5.21,51694,52271,43349,48858,0
2014.5.22,53365,53768,47650,47468,0
2014.5.23,60473,56102,54709,49038,0
2014.5.24,59482,52518,58478,53651,1
2014.5.25,64984,59320,58944,58683,1
2014.5.26,57204,56287,49634,57132,0
2014.5.27,48822,47949,41343,46181,0
2014.5.28,53094,54877,43954,49863,0
2014.5.29,54847,54696,48455,47724,0
2014.5.30,60318,61348,54758,49793,0
2014.5.31,59244,60866,59726,55140,1
2014.6.1,59324,62349,58906,59154,1
2014.6.2,50171,60205,55133,55048,0
2014.6.3,46401,61785,45396,55066,0
2014.6.4,49251,71248,45193,51717,1
2014.6.5,53004,60880,53692,56860,0
2014.6.6,63250,63838,55841,51963,1
2014.6.7,69142,49201,61756,55406,1
2014.6.8,77706,53949,61403,60413,1
2014.6.9,68298,54163,56424,56209,0
2014.6.10,56041,48269,43697,53041,0
2014.6.11,56589,55305,48747,68624,0
2014.6.12,58414,54352,52590,55621,0
2014.6.13,62029,60069,63310,55898,0
2014.6.14,64208,58532,61320,55552,1
2014.6.15,68779,64651,59453,59257,1
2014.6.16,62260,60338,55579,55605,0
2014.6.17,52729,51557,44590,54446,0
2014.6.18,55861,59236,48886,67961,0
2014.6.19,57644,59102,53756,56932,0
2014.6.20,63367,64311,64483,56316,0
2014.6.21,65400,62982,62301,56650,1
2014.6.22,67916,67384,59357,59582,1
2014.6.23,62940,66263,57147,56833,0
2014.6.24,53797,57449,44811,54304,0
2014.6.25,58172,65490,49244,68814,0
2014.6.26,60935,63051,54079,57631,0
2014.6.27,66702,66933,64808,57147,0
2014.6.28,68269,63791,62153,56270,1
2014.6.29,71992,68867,60762,60181,1
2014.6.30,64889,66652,56612,57508,0
2014.7.1,56542,56077,55856,53916,0
2014.7.2,58111,59532,57757,59541,0
2014.7.3,57900,58622,58611,59537,0
2014.7.4,62276,62839,62479,63517,0
2014.7.5,65218,61224,64129,57473,1
2014.7.6,65788,64599,61157,61394,1
2014.7.7,61632,62292,63377,62848,0
2014.7.8,55981,54238,56197,54311,0
2014.7.9,60592,61293,57622,60750,0
2014.7.10,60830,62580,59777,60050,0
2014.7.11,66243,66865,63669,64108,0
2014.7.12,66900,66051,63707,57577,1
2014.7.13,71178,71057,62114,62381,1
2014.7.14,65059,65317,64656,63220,0
2014.7.15,59558,59374,57221,54806,0
2014.7.16,62225,66064,57789,60974,0
2014.7.17,64412,66491,61512,61424,0
2014.7.18,66985,67785,63244,65036,0
2014.7.19,70416,66288,64953,58567,1
2014.7.20,74161,70528,64052,64069,1
2014.7.21,66962,68158,65823,64963,0
2014.7.22,58278,62987,57826,56123,0
2014.7.23,64192,72485,61260,63813,0
2014.7.24,62498,71802,62403,63069,0
2014.7.25,69183,74573,66571,67786,0
2014.7.26,72899,79971,69402,62859,1
2014.7.27,71565,78636,64068,64875,1
2014.7.28,67046,73920,67369,67408,0
2014.7.29,61753,68364,60703,58746,0
2014.7.30,69959,79123,63695,66481,0
2014.7.31,70615,74097,64409,63752,0
2014.8.1,73742,77361,75554,71852,0
2014.8.2,78348,77386,70579,62310,1
2014.8.3,85037,80807,69872,67496,1
2014.8.4,77081,76793,80893,71583,0
2014.8.5,69257,68831,71327,64495,0
2014.8.6,76894,72454,74772,70021,0
2014.8.7,74114,67920,71227,73114,0
2014.8.8,78076,70926,75798,71635,0
2014.8.9,81419,75565,70282,63368,1
2014.8.10,80959,74312,66336,65732,1
2014.8.11,75562,72417,77593,70663,0
2014.8.12,66900,67247,70020,63583,0
2014.8.13,72913,75257,74470,70090,0
2014.8.14,72820,71947,72289,73278,0
2014.8.15,74274,77371,75094,71891,1
2014.8.16,81089,75687,70658,63879,1
2014.8.17,83176,76023,66649,66835,1
2014.8.18,76038,71777,76584,70281,0
2014.8.19,70499,65182,70965,62704,0
2014.8.20,73727,73980,73733,70174,0
2014.8.21,70871,66502,70468,70834,0
2014.8.22,72501,70661,72952,69246,0
2014.8.23,77647,73110,69371,61622,1
2014.8.24,78646,73912,64715,65180,1
2014.8.25,73117,69507,75516,67711,0
2014.8.26,65646,64265,68242,61799,0
2014.8.27,70048,71305,73117,69779,0
2014.8.28,66744,65597,69602,71528,0
2014.8.29,69202,65941,73582,68076,0
2014.8.30,70713,66383,67485,61387,1
2014.8.31,72100,63723,64006,64066,1
2014.9.1,62564,58840,61901,66248,0
2014.9.2,51713,51724,53667,59452,0
2014.9.3,53522,59276,58333,65972,0
2014.9.4,53206,63409,60241,61946,0
2014.9.5,55486,71833,65349,62907,0
2014.9.6,53887,81618,68757,65275,3
2014.9.7,44959,66535,63688,65126,3
2014.9.8,45976,54752,62580,66253,3
2014.9.9,64641,52860,57241,61252,3
2014.9.10,77861,56116,61122,67815,3
2014.9.11,68195,49155,60795,60792,0
2014.9.12,64175,54436,64639,61771,0
2014.9.13,68697,55408,65133,60009,1
2014.9.14,73454,62291,63167,62943,1
2014.9.15,65430,65910,61398,66725,0
2014.9.16,58014,57932,53392,58669,0
2014.9.17,59541,64430,56704,63828,0
2014.9.18,60108,61888,58829,59979,0
2014.9.19,65804,63783,62952,59816,0
2014.9.20,69682,64558,64597,59062,1
2014.9.21,72292,68113,61656,61696,1
2014.9.22,63000,66269,59921,64688,0
2014.9.23,57379,61452,52956,58641,0
2014.9.24,61170,65986,56206,64148,0
2014.9.25,63079,63539,59058,59982,0
2014.9.26,69217,65856,63353,59989,0
2014.9.27,71956,65285,64730,59751,1
2014.9.28,74368,66704,62133,62247,1
2014.9.29,65703,60849,59980,65130,0
2014.9.30,61205,59580,53635,59020,0
2014.10.1,65822,68331,58812,72463,0
2014.10.2,64473,67641,63731,59854,0
2014.10.3,63518,72726,64610,62598,1
2014.10.4,66567,66539,65745,59832,1
2014.10.5,75366,73542,64167,64053,1
2014.10.6,63358,70046,65023,66649,0
2014.10.7,52000,66587,57225,60983,0
2014.10.8,51552,76329,58286,71358,0
2014.10.9,58537,71696,59496,69698,1
2014.10.10,64205,61870,60573,62633,0
2014.10.11,69922,57707,65224,60592,1
2014.10.12,79013,61971,63832,63120,1
2014.10.13,70872,62648,65112,63076,0
2014.10.14,59081,58521,56633,60904,0
2014.10.15,60447,63504,55952,69658,0
2014.10.16,63632,61153,61697,58607,0
2014.10.17,70530,64682,60546,63082,0
2014.10.18,72183,63762,65474,59820,1
2014.10.19,76063,70653,63222,63870,1
2014.10.20,66998,66058,63696,64854,0
2014.10.21,56670,57076,56297,59107,0
2014.10.22,59426,62880,56362,69436,0
2014.10.23,62611,61621,61851,58798,0
2014.10.24,69392,66483,60800,63679,0
2014.10.25,69996,66210,65183,59759,1
2014.10.26,74222,68208,63472,62177,1
2014.10.27,64079,65700,62804,64843,0
2014.10.28,56340,56922,56176,58409,0
2014.10.29,57626,59402,55480,66391,0
2014.10.30,57012,62347,59637,58628,0
2014.10.31,63897,64199,59103,61111,0
2014.11.1,66119,63034,64576,58959,1
2014.11.2,69411,64101,61024,60884,1
2014.11.3,59796,64219,59083,63521,0
2014.11.4,53955,56910,53483,56452,0
2014.11.5,54688,61940,52348,59928,0
2014.11.6,55345,61219,53238,61641,0
2014.11.7,62249,63097,62449,62638,0
2014.11.8,65907,62273,64337,58518,1
2014.11.9,72348,64543,61571,60914,1
2014.11.10,62555,60412,59342,63278,0
2014.11.11,54073,55430,52569,55924,0
2014.11.12,53762,61322,51867,58761,0
2014.11.13,54418,62004,52754,61519,0
2014.11.14,60333,64168,61981,61696,0
2014.11.15,65858,63500,63415,58217,1
2014.11.16,71609,66011,60747,60126,1
2014.11.17,63178,61203,59233,63072,0
2014.11.18,55364,52367,52631,55901,0
2014.11.19,54451,57940,51376,58870,0
2014.11.20,57130,60400,52787,60645,0
2014.11.21,62811,63143,62212,62110,0
2014.11.22,69168,59656,66923,58074,1
2014.11.23,69936,64259,60997,61227,1
2014.11.24,59252,63370,58711,63557,0
2014.11.25,53224,55108,52397,55144,0
2014.11.26,53982,59555,51815,59868,0
2014.11.27,54888,57107,52525,59600,0
2014.11.28,61161,60872,62046,62626,0
2014.11.29,61449,59342,62755,57293,1
2014.11.30,68984,67323,62135,61689,1
